ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location,Violent
10521896,HZ264217,42494.5,004XX E 90TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,FALSE,TRUE,633,6,6,44,10,1180791,1845405,2016,42506.65833,41.73104192,-87.61328469,"(41.731041916, -87.613284685)",0
10521903,HZ264196,42486.625,013XX W 110TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,FALSE,FALSE,2234,22,34,75,10,1169414,1831822,2016,42506.65833,41.6940217,-87.65535443,"(41.694021695, -87.655354427)",0
10521932,HZ264160,42495.41667,064XX W 64TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,812,8,23,64,26,1134558,1861388,2016,42506.65833,41.77583898,-87.78228042,"(41.775838979, -87.78228042)",0
10521947,HZ264180,42486.5,013XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1824,18,43,8,11,1176893,1909576,2016,42506.65833,41.90722125,-87.62562816,"(41.907221245, -87.625628157)",0
10521972,HZ264295,42497.5,048XX N HOYNE AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2032,20,47,4,6,1161477,1932072,2016,42506.65833,41.96928667,-87.68162941,"(41.969286674, -87.68162941)",0
10521992,HZ264356,42496.54167,0000X S DEARBORN ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,112,1,42,32,6,1175945,1900240,2016,42506.65833,41.88162419,-87.62939191,"(41.881624191, -87.629391908)",0
10522041,HZ264310,42492.66667,025XX W 45TH ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,922,9,12,58,08A,1160362,1874755,2016,42506.65833,41.81202712,-87.68731601,"(41.812027124, -87.687316006)",1
10522092,HZ264480,42496.5,005XX N RUSH ST,880,THEFT,PURSE-SNATCHING,RESIDENCE,FALSE,FALSE,1834,18,42,8,6,1177015,1903707,2016,42506.65833,41.89111367,-87.62535792,"(41.891113672, -87.625357917)",0
10522122,HZ264283,42498.04167,036XX W AUGUSTA BLVD,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1112,11,27,23,6,1151771,1906421,2016,42506.65833,41.8990953,-87.71799549,"(41.899095299, -87.717995491)",0
10522128,HZ264324,42496.04167,036XX N BERNARD ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1732,17,35,16,6,1152740,1924078,2016,42506.65833,41.94752847,-87.71396794,"(41.947528473, -87.713967935)",0
10522267,HZ264601,42496.91667,056XX S HERMITAGE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,715,7,15,67,26,1165640,1867304,2016,42506.65833,41.79147019,-87.66816789,"(41.791470192, -87.668167885)",0
10522293,HZ264802,42475.66667,019XX W DIVISION ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESTAURANT,FALSE,FALSE,1424,14,1,24,11,1163094,1908003,2016,42506.65833,41.90320604,-87.67636193,"(41.903206037, -87.676361925)",0
10522328,HZ264670,42489.54167,049XX N MOBILE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1622,16,45,11,6,1133215,1932668,2016,42506.65833,41.97146505,-87.78553617,"(41.971465046, -87.785536165)",0
10522333,HZ264772,42487.45833,014XX E 68TH ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,332,3,5,43,6,1186852,1860189,2016,42506.65833,41.77146936,-87.59061382,"(41.771469359, -87.590613824)",0
22473,HZ253080,42497.63194,082XX S MARYLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,631,6,8,44,01A,1183336,1850629,2016,42506.65833,41.74531835,-87.60379931,"(41.74531835, -87.603799307)",0
10514788,HZ256909,42499.04167,068XX S PRAIRIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,322,3,20,69,18,1179222,1859681,2016,42506.65972,41.77025276,-87.61859801,"(41.770252762, -87.618598009)",0
10514792,HZ256866,42499.02083,029XX N ELSTON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1411,14,1,21,04A,1159100,1919258,2016,42506.65972,41.93417359,-87.69072293,"(41.934173593, -87.69072293)",1
10514793,HZ256877,42499.02083,029XX S STATE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,133,1,3,35,08B,1176755,1885570,2016,42506.65972,41.84135048,-87.62686091,"(41.841350479, -87.626860911)",1
10514797,HZ256858,42499.00208,009XX W 50TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,933,9,20,61,3,1170968,1871679,2016,42506.65972,41.80336089,-87.64850339,"(41.803360887, -87.648503386)",1
10514800,HZ256936,42499.10417,051XX W FULTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1532,15,28,25,08B,1141869,1901453,2016,42506.65972,41.88565165,-87.75448875,"(41.885651645, -87.754488753)",1
10514801,HZ256929,42499.08958,001XX W MARQUETTE RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,722,7,6,69,18,1176391,1860559,2016,42506.65972,41.77272618,-87.62894887,"(41.772726181, -87.62894887)",0
10514802,HZ256928,42499.07153,006XX W 60TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,711,7,20,68,14,1172893,1864872,2016,42506.65972,41.78463945,-87.64164438,"(41.784639447, -87.641644377)",0
10514803,HZ256917,42499.04167,005XX S LOCKWOOD AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,1522,15,29,25,17,1141095,1897060,2016,42506.65972,41.87361099,-87.75743932,"(41.873610986, -87.757439323)",1
10514806,HZ256907,42499.07292,010XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,1524,15,37,25,14,1138827,1906305,2016,42506.65972,41.8990219,-87.76554184,"(41.899021903, -87.765541841)",0
10514808,HZ256867,42499.02778,046XX W ADAMS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1113,11,28,25,08B,1145466,1898721,2016,42506.65972,41.87808737,-87.7413489,"(41.878087374, -87.741348903)",1
10514809,HZ256902,42499.06181,045XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1113,11,28,26,14,1146165,1898628,2016,42506.65972,41.87781891,-87.73878468,"(41.877818912, -87.738784677)",0
10514815,HZ256949,42499.11111,005XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1132,11,24,26,18,1149813,1897226,2016,42506.65972,41.87390154,-87.72542647,"(41.873901539, -87.725426473)",0
10514818,HZ256945,42499.12569,063XX S LOREL AVE,850,THEFT,ATTEMPT THEFT,SIDEWALK,TRUE,FALSE,813,8,13,64,6,1141823,1862079,2016,42506.65972,41.77760437,-87.75563004,"(41.777604371, -87.755630038)",0
10514822,HZ256930,42499.10764,085XX S GIVINS CT,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,622,6,21,71,14,1172708,1848288,2016,42506.65972,41.739135,-87.64281075,"(41.739134999, -87.642810754)",0
10514823,HZ256940,42499.11458,010XX W 103RD PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2232,22,34,73,08B,1171116,1836183,2016,42506.65972,41.70595203,-87.6489961,"(41.705952028, -87.648996103)",1
10514826,HZ256950,42499.13542,061XX S HONORE ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,TRUE,FALSE,714,7,15,67,04A,1165070,1863984,2016,42506.65972,41.78237178,-87.67035184,"(41.782371775, -87.670351837)",1
10514828,HZ256944,42499.11806,045XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1914,19,46,3,08B,1168791,1930484,2016,42506.65972,41.96477334,-87.6547822,"(41.964773336, -87.654782202)",1
10514829,HZ256894,42499.05556,047XX N LINCOLN AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,1911,19,47,4,5,1159681,1931633,2016,42506.65972,41.96811934,-87.68824546,"(41.968119335, -87.688245458)",0
10514831,HZ256916,42499.05556,040XX N SHERIDAN RD,560,ASSAULT,SIMPLE,OTHER,FALSE,TRUE,1915,19,46,3,08A,1168871,1927221,2016,42506.65972,41.95581781,-87.65458309,"(41.955817813, -87.654583094)",1
10514834,HZ256946,42499.12153,004XX N STATE ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1831,18,42,8,3,1176293,1903400,2016,42506.65972,41.89028756,-87.62801871,"(41.890287564, -87.628018708)",1
10514836,HZ256942,42499.10069,010XX W CHICAGO AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1213,12,27,24,5,1168981,1905523,2016,42506.65972,41.89627501,-87.65480992,"(41.896275007, -87.654809915)",0
10514837,HZ256935,42499.08681,012XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,RESTAURANT,TRUE,FALSE,1424,14,1,24,6,1165350,1908445,2016,42506.65972,41.90437121,-87.66806261,"(41.904371206, -87.668062606)",0
10514838,HZ256922,42499.09722,021XX W SCHOOL ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1921,19,32,5,6,1161549,1921894,2016,42506.65972,41.94135621,-87.68164926,"(41.941356212, -87.681649259)",0
10514839,HZ256938,42499.11806,011XX S STATE ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,FALSE,FALSE,123,1,2,32,3,1176516,1895367,2016,42506.65972,41.86823952,-87.6274424,"(41.868239517, -87.627442396)",1
10514842,HZ256911,42499.05556,071XX S JEFFERY BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,333,3,5,43,04B,1190776,1858184,2016,42506.65972,41.76587359,-87.57629471,"(41.76587359, -87.576294705)",1
10514843,HZ256857,42499.02083,002XX W 112TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,522,5,34,49,14,1176749,1830671,2016,42506.65972,41.69070161,-87.62853369,"(41.690701611, -87.628533689)",0
10514844,HZ256934,42499.11528,078XX S CREGIER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,414,4,8,43,14,1189564,1853341,2016,42506.65972,41.75261317,-87.58089229,"(41.752613165, -87.580892288)",0
10514850,HZ256965,42499.19097,039XX W 31ST ST,031A,ROBBERY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,1031,10,22,30,3,1150413,1883744,2016,42506.65972,41.83689361,-87.72357506,"(41.836893606, -87.723575057)",1
10514851,HZ256967,42499.20417,038XX W HARRISON ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1133,11,24,26,08B,1150743,1897077,2016,42506.65972,41.87347454,-87.72201582,"(41.873474541, -87.722015824)",1
10514852,HZ256959,42499.04167,047XX N MAPLEWOOD AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1911,19,47,4,5,1158514,1931436,2016,42506.65972,41.96760279,-87.69254186,"(41.967602788, -87.692541861)",0
10514855,HZ256956,42499.15347,015XX N LINDER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,2532,25,37,25,08B,1139393,1909659,2016,42506.65972,41.90821538,-87.76338106,"(41.908215378, -87.763381062)",1
10514857,HZ256937,42499.11319,020XX E 93RD ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,413,4,8,48,04B,1191320,1843703,2016,42506.65972,41.72612328,-87.57476871,"(41.726123282, -87.574768706)",1
10514858,HZ256932,42499.02986,022XX E 100TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,431,4,7,51,08B,1192611,1839096,2016,42506.65972,41.7134499,-87.57018935,"(41.713449903, -87.570189349)",1
10514859,HZ256951,42499.0625,064XX S PEORIA ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,723,7,16,68,08B,1171412,1862202,2016,42506.65972,41.77734522,-87.64715243,"(41.777345222, -87.647152434)",1
10514862,HZ256969,42499.1875,050XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2033,20,48,3,08B,1167958,1933798,2016,42506.65972,41.97388512,-87.65774883,"(41.973885119, -87.657748827)",1
10514864,HZ256924,42499.10278,085XX S GIVINS CT,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,622,6,21,71,14,1172708,1848288,2016,42506.65972,41.739135,-87.64281075,"(41.739134999, -87.642810754)",0
10514874,HZ256985,42499.27083,058XX W 63RD PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,812,8,13,64,6,1138509,1861876,2016,42506.65972,41.77710775,-87.76778434,"(41.777107753, -87.767784335)",0
10514877,HZ257001,42499.00069,042XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1111,11,37,23,14,1148005,1906333,2016,42506.65972,41.89892711,-87.73183028,"(41.898927107, -87.731830278)",0
10514878,HZ256957,42499.13819,030XX E 78TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,TRUE,FALSE,421,4,7,43,20,1197614,1854430,2016,42506.65972,41.75540448,-87.55135673,"(41.75540448, -87.551356727)",1
10514881,HZ256973,42499.1875,050XX N WINTHROP AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2024,20,48,3,08B,1167958,1933798,2016,42506.65972,41.97388512,-87.65774883,"(41.973885119, -87.657748827)",1
10514882,HZ256983,42499.26389,007XX S KENNETH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1131,11,24,26,08B,1146814,1896113,2016,42506.65972,41.87090509,-87.7364659,"(41.87090509, -87.736465901)",1
10514893,HZ257002,42499.26042,021XX W HARRISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,MEDICAL/DENTAL OFFICE,TRUE,FALSE,1225,12,25,28,18,1162250,1897350,2016,42506.65972,41.87399102,-87.67976015,"(41.873991018, -87.67976015)",0
10514900,HZ257027,42499.31944,026XX W 64TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,825,8,15,66,26,1159994,1862094,2016,42506.65972,41.77729124,-87.6890139,"(41.777291241, -87.6890139)",0
10514902,HZ257005,42499.16667,030XX S CENTRAL PARK AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1032,10,22,30,5,1152853,1884095,2016,42506.65972,41.83780891,-87.71461236,"(41.837808914, -87.71461236)",0
10514909,HZ257025,42499.30833,041XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1132,11,24,29,18,1148757,1894380,2016,42506.65972,41.86611224,-87.72937716,"(41.866112237, -87.729377157)",0
10514910,HZ256912,42499.06875,003XX S OAKLEY BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1225,12,2,28,15,1161127,1898423,2016,42506.65972,41.87695882,-87.68385347,"(41.876958819, -87.683853469)",0
10514914,HZ257041,42499.04167,074XX S COLES AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,334,3,7,43,08A,1195264,1856527,2016,42506.65972,41.76121709,-87.5598996,"(41.761217094, -87.559899598)",1
10514920,HZ257063,42499.34375,032XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,211,2,3,35,14,1176864,1883625,2016,42506.65972,41.83601079,-87.62651966,"(41.836010789, -87.626519656)",0
10514925,HZ256982,42499.1875,020XX W PIERCE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1424,14,1,24,5,1162429,1910236,2016,42506.65972,41.9093475,-87.67874201,"(41.909347503, -87.678742012)",0
10514930,HZ256923,42499.09722,009XX W 87TH ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,FALSE,FALSE,2222,22,21,71,04B,1171633,1847147,2016,42506.65972,41.73602754,-87.6467827,"(41.736027542, -87.646782701)",1
10514937,HZ257006,42499.29514,092XX S UNIVERSITY AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,413,4,8,47,08B,1185489,1844044,2016,42506.65972,41.72719804,-87.59611713,"(41.727198044, -87.596117126)",1
10514939,HZ257020,42499.30903,048XX W RACE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,1532,15,28,25,04A,1143918,1903221,2016,42506.65972,41.89046507,-87.74691996,"(41.890465072, -87.746919955)",1
10514941,HZ257032,42499.25,031XX W 36TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,FALSE,FALSE,911,9,12,58,14,1155993,1880247,2016,42506.65972,41.82718689,-87.70319377,"(41.827186886, -87.703193773)",0
10514947,HZ257003,42499.14583,038XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1733,17,33,16,14,1156368,1925321,2016,42506.65972,41.95086663,-87.70059854,"(41.950866631, -87.700598537)",0
10514950,HZ257078,42499.20833,040XX S WENTWORTH AVE,810,THEFT,OVER $500,WAREHOUSE,FALSE,FALSE,925,9,3,37,6,1175603,1878098,2016,42506.65972,41.82087262,-87.63131239,"(41.820872616, -87.631312393)",0
10514954,HZ257088,42499.35417,012XX N ASHLAND AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1424,14,1,24,08B,1165502,1908256,2016,42506.65972,41.90384934,-87.66750966,"(41.903849341, -87.667509659)",1
10514957,HZ257059,42499.30208,007XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153246,1904721,2016,42506.65972,41.89440118,-87.712623,"(41.894401176, -87.712623004)",0
10514962,HZ257087,42499.33333,116XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,524,5,34,53,14,1172288,1827802,2016,42506.65972,41.68292762,-87.6449496,"(41.682927616, -87.644949602)",0
10514985,HZ257103,42499.36806,030XX E CHELTENHAM PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,421,4,7,46,08B,1197918,1853594,2016,42506.65972,41.75310285,-87.55027056,"(41.75310285, -87.550270556)",1
10514988,HZ257134,42499.31944,003XX W 92ND ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,634,6,21,49,5,1175556,1843747,2016,42506.65972,41.72661072,-87.63251171,"(41.72661072, -87.63251171)",0
10514992,HZ257047,42499.33681,074XX W TALCOTT AVE,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1612,16,41,10,04B,1125755,1938877,2016,42506.65972,41.98863081,-87.81282937,"(41.988630807, -87.812829371)",1
10514994,HZ257056,42499.32292,016XX W GARFIELD BLVD,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,715,7,15,67,6,1166151,1868099,2016,42506.65972,41.7936409,-87.66627153,"(41.793640904, -87.666271527)",0
10514995,HZ257004,42499.27083,064XX S PARNELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,722,7,20,68,08B,1173728,1862109,2016,42506.65972,41.77703899,-87.63866477,"(41.777038994, -87.638664774)",1
10514996,HZ257053,42499.33819,074XX S HARVARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,731,7,17,69,08B,1175245,1855568,2016,42506.65972,41.75905598,-87.63329868,"(41.759055981, -87.633298677)",1
10514998,HZ257131,42499.375,010XX W MARQUETTE RD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,724,7,17,68,5,1170351,1860384,2016,42506.65972,41.77237958,-87.65109492,"(41.772379576, -87.651094921)",0
10515002,HZ257139,42499.36111,026XX W WARREN BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1222,12,2,27,08B,1158575,1900249,2016,42506.65972,41.88202215,-87.69317366,"(41.882022146, -87.693173655)",1
10515003,HZ257116,42499.37708,074XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,323,3,6,69,08B,1180193,1855872,2016,42506.65972,41.75977827,-87.61515533,"(41.759778269, -87.615155327)",1
10515004,HZ257141,42499.375,010XX N FRANCISCO AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1211,12,26,24,08B,1156861,1906972,2016,42506.65972,41.90050559,-87.69928504,"(41.900505589, -87.699285044)",1
10515005,HZ257140,42499.38542,020XX S CALIFORNIA AVE,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1023,10,28,30,08B,1158008,1890168,2016,42506.65972,41.85437045,-87.69553071,"(41.85437045, -87.695530713)",1
10515016,HZ257166,42499.41319,072XX S UNION AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,732,7,17,68,6,1173001,1856896,2016,42506.65972,41.76274999,-87.64148366,"(41.762749991, -87.641483658)",0
10515032,HZ257185,42499.41667,003XX W 18TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1235,12,25,31,6,1174224,1891518,2016,42506.65972,41.857729,-87.63597149,"(41.857729001, -87.635971485)",0
10515037,HZ257135,42499.33333,046XX W GRACE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1731,17,38,15,7,1144781,1924860,2016,42506.65972,41.94982844,-87.74320371,"(41.949828443, -87.74320371)",0
10515045,HZ257145,42499.38889,070XX S HONORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,735,7,17,67,08B,1165236,1857947,2016,42506.65972,41.76580194,-87.66991397,"(41.765801935, -87.669913973)",1
10515052,HZ257221,42499.41667,132XX S ST LAWRENCE AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,TRUE,533,5,9,54,08A,1182590,1817485,2016,42506.65972,41.65438419,-87.60755616,"(41.654384185, -87.607556163)",1
10515054,HZ257205,42499.43194,029XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,133,1,4,35,26,1179389,1885691,2016,42506.65972,41.84162265,-87.61719144,"(41.841622651, -87.617191438)",0
10515055,HZ257216,42499.375,021XX E 97TH ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,431,4,7,51,6,1191944,1841059,2016,42506.65972,41.71885277,-87.57256857,"(41.718852772, -87.572568574)",0
10515063,HZ257169,42499.40278,027XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,831,8,18,66,14,1159122,1857445,2016,42506.65972,41.76455159,-87.69233769,"(41.76455159, -87.692337689)",0
10515089,HZ257209,42499.40278,022XX N KEDZIE BLVD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING HOME/RETIREMENT HOME,TRUE,FALSE,1413,14,26,22,18,1154662,1914966,2016,42506.65972,41.92248613,-87.70714775,"(41.922486131, -87.707147749)",0
10515093,HZ257186,42499.41319,041XX W MADISON ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,TRUE,FALSE,1115,11,28,26,18,1148725,1899689,2016,42506.65972,41.88068137,-87.72935749,"(41.880681368, -87.729357492)",0
10515096,HZ257222,42499.39583,003XX S SACRAMENTO BLVD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,FALSE,FALSE,1124,11,28,27,10,1156434,1898301,2016,42506.65972,41.8767202,-87.70108811,"(41.876720197, -87.701088107)",0
10515097,HZ257196,42499.32292,033XX W FRANKLIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1121,11,28,23,14,1153954,1903133,2016,42506.65972,41.89002947,-87.71006508,"(41.890029465, -87.710065084)",0
10515101,HZ257133,42499.3125,033XX W FRANKLIN BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1121,11,28,23,6,1153954,1903133,2016,42506.65972,41.89002947,-87.71006508,"(41.890029465, -87.710065084)",0
10515129,HZ256992,42499.27083,002XX N LA SALLE ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,122,1,42,32,08A,1175098,1901792,2016,42506.65972,41.88590199,-87.63245549,"(41.885901992, -87.632455489)",1
10515130,HZ257099,42499.34028,004XX E 62ND ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,313,3,20,42,3,1180067,1863997,2016,42506.65972,41.78207699,-87.61536853,"(41.782076986, -87.615368529)",1
10515133,HZ257168,42499.39931,011XX S PLYMOUTH CT,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,FALSE,FALSE,123,1,2,32,14,1176219,1895303,2016,42506.65972,41.86807059,-87.62853466,"(41.868070594, -87.62853466)",0
10515134,HZ257279,42499.44792,003XX S FINANCIAL PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,122,1,2,32,08B,1175050,1898797,2016,42506.65972,41.87768461,-87.63272154,"(41.87768461, -87.63272154)",1
10515138,HZ257083,42499.3125,062XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,311,3,20,40,08B,1178263,1863570,2016,42506.65972,41.7809464,-87.62199537,"(41.780946398, -87.621995369)",1
10515139,HZ257254,42499.4375,071XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,2423,24,49,1,08B,1166400,1947692,2016,42506.65972,42.01204416,-87.66307809,"(42.012044156, -87.663078088)",1
10515144,HZ257156,42499.04167,066XX N WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,FALSE,FALSE,2412,24,50,2,3,1159115,1943911,2016,42506.65972,42.00182236,-87.6899875,"(42.001822361, -87.689987495)",1
10515145,HZ257077,42499.35347,026XX W NORTH AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1423,14,26,24,6,1158564,1910539,2016,42506.65972,41.91025902,-87.69293201,"(41.910259021, -87.692932014)",0
